filename,width,height,class,xmin,ymin,xmax,ymax
205_jpg.rf.02b1a5dacc015b9fc5accc2d710463ce.jpg,416,416,Potholes,353,171,415,276
13_jpg.rf.02861faf48a97eb215318f6954d278b0.jpg,416,416,Potholes,208,128,260,181
13_jpg.rf.02861faf48a97eb215318f6954d278b0.jpg,416,416,Potholes,237,202,349,307
253_jpg.rf.01823ff30294df666edb77324fdedd34.jpg,416,416,Potholes,41,261,187,358
253_jpg.rf.01823ff30294df666edb77324fdedd34.jpg,416,416,Potholes,251,351,415,415
9_jpg.rf.00dd92b60bc31dfa29e13d7c859490d0.jpg,416,416,Potholes,102,192,240,362
86_jpg.rf.04f77c8c9627e8ee0079b1f003904698.jpg,416,416,Potholes,58,365,175,415
179_jpg.rf.0336801bf6aab4f1fc8aaf0955e98b4c.jpg,416,416,Potholes,285,94,416,187
179_jpg.rf.0336801bf6aab4f1fc8aaf0955e98b4c.jpg,416,416,Potholes,92,175,347,416
225_jpg.rf.060ad9c2579d0104f391eeda3149a095.jpg,416,416,Potholes,42,291,191,334
225_jpg.rf.060ad9c2579d0104f391eeda3149a095.jpg,416,416,Potholes,0,325,130,401
246_jpg.rf.02e39d86a946e07d7a219abbc89a1791.jpg,416,416,Potholes,244,179,397,260
246_jpg.rf.02e39d86a946e07d7a219abbc89a1791.jpg,416,416,Potholes,48,255,231,377
155_jpg.rf.035a70d31699d8830c4cf811d9adb847.jpg,416,416,Potholes,2,159,345,346
65_jpg.rf.03d7869ae987e4a503db8bfb501b0d70.jpg,416,416,Potholes,225,95,401,260
65_jpg.rf.03d7869ae987e4a503db8bfb501b0d70.jpg,416,416,Potholes,7,154,138,276
83_jpg.rf.04cc2d000ba4434c6a6aea1d2c081a78.jpg,416,416,Potholes,128,124,306,300
46_jpg.rf.04a2182ccb807ef3c43d399cfdf6d641.jpg,416,416,Potholes,247,131,282,145
46_jpg.rf.04a2182ccb807ef3c43d399cfdf6d641.jpg,416,416,Potholes,31,113,81,166
46_jpg.rf.04a2182ccb807ef3c43d399cfdf6d641.jpg,416,416,Potholes,316,177,366,205
46_jpg.rf.04a2182ccb807ef3c43d399cfdf6d641.jpg,416,416,Potholes,106,259,153,290
46_jpg.rf.04a2182ccb807ef3c43d399cfdf6d641.jpg,416,416,Potholes,122,322,173,396
225_jpg.rf.0533fc3506729e43601830bc06fbddbe.jpg,416,416,Potholes,86,277,217,315
225_jpg.rf.0533fc3506729e43601830bc06fbddbe.jpg,416,416,Potholes,24,307,162,373
70_jpg.rf.0757c05cb5e55164962f4a3c4d2f1d24.jpg,416,416,Potholes,182,227,253,276

55_jpg.rf.0b8d47d45715a148af4a916456a2274f.jpg,416,416,Potholes,401,171,415,225
55_jpg.rf.0b8d47d45715a148af4a916456a2274f.jpg,416,416,Potholes,297,186,382,243
55_jpg.rf.0b8d47d45715a148af4a916456a2274f.jpg,416,416,Potholes,185,132,222,163
58_jpg.rf.04cef49ff48645992da49c8741b030db.jpg,416,416,Potholes,78,219,248,350
189_jpg.rf.0a620eaf8b24f29b2e897204cfd8c095.jpg,416,416,Potholes,148,148,342,402
152_jpg.rf.0885f18cf6ee1268090af7337378c7ab.jpg,416,416,Potholes,175,326,326,415
95_jpg.rf.06926315cc60c1d3cbb6aadac45f9e9f.jpg,416,416,Potholes,58,203,110,267
95_jpg.rf.06926315cc60c1d3cbb6aadac45f9e9f.jpg,416,416,Potholes,245,320,298,389
13_jpg.rf.054292bc12a5127b6d7c8f81333e7b04.jpg,416,416,Potholes,238,118,284,165
13_jpg.rf.054292bc12a5127b6d7c8f81333e7b04.jpg,416,416,Potholes,265,182,363,276
34_jpg.rf.068b33c0516a9c5bfe840efa12117e28.jpg,416,416,Potholes,54,0,387,338
218_jpg.rf.08f454a74bf42eaec375ecb3c5b60836.jpg,416,416,Potholes,147,201,183,238
218_jpg.rf.08f454a74bf42eaec375ecb3c5b60836.jpg,416,416,Potholes,48,218,95,247
218_jpg.rf.08f454a74bf42eaec375ecb3c5b60836.jpg,416,416,Potholes,246,236,298,269
218_jpg.rf.08f454a74bf42eaec375ecb3c5b60836.jpg,416,416,Potholes,99,256,133,281
218_jpg.rf.08f454a74bf42eaec375ecb3c5b60836.jpg,416,416,Potholes,169,303,272,351
89_jpg.rf.0ba5c4a039e0ab31d328cf79fbd8e8f0.jpg,416,416,Potholes,40,278,395,380
101_jpg.rf.073815a364ba1660df9a6e931d584868.jpg,416,416,Potholes,0,76,415,400
57_jpg.rf.070c3e51170b8534dee592d04be86e7a.jpg,416,416,Potholes,0,170,84,194
57_jpg.rf.070c3e51170b8534dee592d04be86e7a.jpg,416,416,Potholes,123,171,185,195
57_jpg.rf.070c3e51170b8534dee592d04be86e7a.jpg,416,416,Potholes,205,174,299,202
57_jpg.rf.070c3e51170b8534dee592d04be86e7a.jpg,416,416,Potholes,0,211,68,238
66_jpg.rf.0d56f80f78a221552055f41dba5a69d9.jpg,416,416,Potholes,92,185,416,415
98_jpg.rf.0cccbaa05d62b672a533d6d9fa8b5eb7.jpg,416,416,Potholes,106,91,247,319

77_jpg.rf.0be299cd664a8e9c8fa5cf2877e20a7c.jpg,416,416,Potholes,36,15,306,416
112_jpg.rf.0a9cfede4132e070ab806b153125cabb.jpg,416,416,Potholes,0,246,22,315
112_jpg.rf.0a9cfede4132e070ab806b153125cabb.jpg,416,416,Potholes,77,292,239,356
112_jpg.rf.0a9cfede4132e070ab806b153125cabb.jpg,416,416,Potholes,67,197,226,281

264_jpg.rf.0b465100ce93764aeb032b0304777e33.jpg,416,416,Potholes,0,236,383,415
264_jpg.rf.0b465100ce93764aeb032b0304777e33.jpg,416,416,Potholes,135,78,284,150
128_jpg.rf.0d53b3861eb07aa83c04e5178b7b6212.jpg,416,416,Potholes,99,78,339,369
154_jpg.rf.0f4400619ad445ca69aadbcb4fe8a88b.jpg,416,416,Potholes,56,214,366,332
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,316,138,364,164
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,152,155,173,172
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,102,174,153,185
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,14,168,42,191
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,401,190,415,206
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,401,242,415,266
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,95,287,166,379
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,51,381,267,415
39_jpg.rf.0fec2c5f8d70d5a9c89796c292d29613.jpg,416,416,Potholes,79,106,105,137
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,44,31,64,45
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,152,44,174,53
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,118,56,150,71
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,177,75,190,81
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,0,61,27,94
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,32,84,51,98
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,115,106,139,131
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,1,136,38,153
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,212,158,265,179
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,300,193,357,227
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,157,188,247,235
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,52,263,97,298
50_jpg.rf.0dfeab42dee267d84e48845f80b734db.jpg,416,416,Potholes,300,261,372,315
257_jpg.rf.101054d114f6bb0b8f5956d0897f939a.jpg,416,416,Potholes,139,144,199,226
257_jpg.rf.101054d114f6bb0b8f5956d0897f939a.jpg,416,416,Potholes,301,149,415,329
257_jpg.rf.101054d114f6bb0b8f5956d0897f939a.jpg,416,416,Potholes,0,130,137,399
257_jpg.rf.101054d114f6bb0b8f5956d0897f939a.jpg,416,416,Potholes,286,0,415,61
257_jpg.rf.101054d114f6bb0b8f5956d0897f939a.jpg,416,416,Potholes,125,66,196,127
213_jpg.rf.0f87befbfceb6098931ac5a52b4f8491.jpg,416,416,Potholes,48,263,353,349
62_jpg.rf.0f5af65c993bc56e67e28b48014526b0.jpg,416,416,Potholes,100,120,198,194
62_jpg.rf.0f5af65c993bc56e67e28b48014526b0.jpg,416,416,Potholes,156,229,328,275
62_jpg.rf.0f5af65c993bc56e67e28b48014526b0.jpg,416,416,Potholes,269,376,350,416
102_jpg.rf.0e07cfae9592cedd0268bfc0d3cf444a.jpg,416,416,Potholes,122,255,280,354
102_jpg.rf.0e07cfae9592cedd0268bfc0d3cf444a.jpg,416,416,Potholes,320,277,415,415
203_jpg.rf.098655363129adaa985e9dc329532293.jpg,416,416,Potholes,152,193,245,250
203_jpg.rf.098655363129adaa985e9dc329532293.jpg,416,416,Potholes,49,266,367,401
191_jpg.rf.11d368ce6b91981d0bb719f5ab392d65.jpg,416,416,Potholes,71,224,286,333
256_jpg.rf.093368f94e61738bb78647618dad0002.jpg,416,416,Potholes,205,189,382,252
256_jpg.rf.093368f94e61738bb78647618dad0002.jpg,416,416,Potholes,68,241,194,309
256_jpg.rf.093368f94e61738bb78647618dad0002.jpg,416,416,Potholes,338,301,410,372
106_jpg.rf.10adaae619a50ff3bb0f537bd06ce872.jpg,416,416,Potholes,92,243,154,298
106_jpg.rf.10adaae619a50ff3bb0f537bd06ce872.jpg,416,416,Potholes,229,280,368,357
106_jpg.rf.10adaae619a50ff3bb0f537bd06ce872.jpg,416,416,Potholes,115,311,171,364
106_jpg.rf.10adaae619a50ff3bb0f537bd06ce872.jpg,416,416,Potholes,301,379,415,415
106_jpg.rf.10adaae619a50ff3bb0f537bd06ce872.jpg,416,416,Potholes,92,386,190,415

139_jpg.rf.12e5f13d93bf931987f24c5abbac6172.jpg,416,416,Potholes,20,246,149,326
139_jpg.rf.12e5f13d93bf931987f24c5abbac6172.jpg,416,416,Potholes,150,285,192,324
139_jpg.rf.12e5f13d93bf931987f24c5abbac6172.jpg,416,416,Potholes,244,280,286,330
139_jpg.rf.12e5f13d93bf931987f24c5abbac6172.jpg,416,416,Potholes,114,344,174,398
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,268,235,287,269
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,363,259,403,300
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,130,257,173,303
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,321,290,337,311
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,0,262,36,374
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,125,355,171,387
118_jpg.rf.106e7313b0de8b02d0ea12fedcb20f8b.jpg,416,416,Potholes,333,372,361,406
19_jpg.rf.10b43be0b0a4f631a88411beb9cd684d.jpg,416,416,Potholes,288,88,347,122
19_jpg.rf.10b43be0b0a4f631a88411beb9cd684d.jpg,416,416,Potholes,208,128,288,161
19_jpg.rf.10b43be0b0a4f631a88411beb9cd684d.jpg,416,416,Potholes,245,263,303,317
65_jpg.rf.1272682c9d6105244786ea93edb02ded.jpg,416,416,Potholes,156,92,291,385
118_jpg.rf.133318f4320223d9038067446733ea79.jpg,416,416,Potholes,184,185,222,222
118_jpg.rf.133318f4320223d9038067446733ea79.jpg,416,416,Potholes,330,226,415,287
38_jpg.rf.1053829297e02625d59b28839e96bb43.jpg,416,416,Potholes,0,172,62,207
38_jpg.rf.1053829297e02625d59b28839e96bb43.jpg,416,416,Potholes,122,209,356,334
152_jpg.rf.11bedced601329ff2eb6cbab05831c17.jpg,416,416,Potholes,213,312,344,405
130_jpg.rf.145542e89faa56093918c16df6509057.jpg,416,416,Potholes,206,292,317,376
130_jpg.rf.145542e89faa56093918c16df6509057.jpg,416,416,Potholes,141,343,220,415
54_jpg.rf.14566a91ffe038bbe3fba4f50dc09726.jpg,416,416,Potholes,0,123,415,415
171_jpg.rf.14680998d289d78ae5f60cf6f951f0ad.jpg,416,416,Potholes,6,167,65,200
171_jpg.rf.14680998d289d78ae5f60cf6f951f0ad.jpg,416,416,Potholes,120,207,189,267
171_jpg.rf.14680998d289d78ae5f60cf6f951f0ad.jpg,416,416,Potholes,0,285,101,354
171_jpg.rf.14680998d289d78ae5f60cf6f951f0ad.jpg,416,416,Potholes,103,359,187,415
102_jpg.rf.14443f2adfc17ab6d4f317764dd5a799.jpg,416,416,Potholes,122,255,280,354
102_jpg.rf.14443f2adfc17ab6d4f317764dd5a799.jpg,416,416,Potholes,320,278,415,415
164_jpg.rf.146145d74dd47a820464608b73661d6c.jpg,416,416,Potholes,67,175,312,325
81_jpg.rf.0a8a2ad2ce6e209f8ceade7012dd2f05.jpg,416,416,Potholes,30,161,380,223
57_jpg.rf.14dca1a5a61b68cf2c0ac26289b3b20c.jpg,416,416,Potholes,0,181,86,204
57_jpg.rf.14dca1a5a61b68cf2c0ac26289b3b20c.jpg,416,416,Potholes,125,181,188,205
57_jpg.rf.14dca1a5a61b68cf2c0ac26289b3b20c.jpg,416,416,Potholes,208,184,303,213
57_jpg.rf.14dca1a5a61b68cf2c0ac26289b3b20c.jpg,416,416,Potholes,0,221,71,249
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,261,110,318,179
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,329,116,416,177
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,36,154,121,224
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,253,219,416,288
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,164,242,211,307
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,384,320,416,408
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,0,336,27,397
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,182,342,240,414
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,76,365,153,416
156_jpg.rf.143cc9e72e748b07fd16d9de3c928118.jpg,416,416,Potholes,269,379,354,416
121_jpg.rf.15f318701f9e3afa2cdbf192da301be2.jpg,416,416,Potholes,138,203,314,314
261_jpg.rf.154b74e7ef38af06a0a81865c1b4a18d.jpg,416,416,Potholes,136,257,369,415
106_jpg.rf.15065d9168881fbdd251524eb1acfe7a.jpg,416,416,Potholes,54,249,119,306
106_jpg.rf.15065d9168881fbdd251524eb1acfe7a.jpg,416,416,Potholes,199,287,344,368
106_jpg.rf.15065d9168881fbdd251524eb1acfe7a.jpg,416,416,Potholes,78,320,136,375
106_jpg.rf.15065d9168881fbdd251524eb1acfe7a.jpg,416,416,Potholes,273,392,415,415
106_jpg.rf.15065d9168881fbdd251524eb1acfe7a.jpg,416,416,Potholes,56,399,157,416
9_jpg.rf.15e27c4c0edb86e46744bbc0388027f7.jpg,416,416,Potholes,123,195,247,349

56_jpg.rf.158054a436059fe3ddb75bc411bb0cd8.jpg,416,416,Potholes,1,114,416,243
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,23,172,56,209
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,173,207,227,272
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,197,298,225,331
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,294,314,343,415
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,167,61,219,95
198_jpg.rf.166fa08262153484fddeeb1edfabac09.jpg,416,416,Potholes,220,80,245,109
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,296,59,362,140
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,375,66,416,139
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,32,111,131,193
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,286,187,415,269
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,182,214,237,291
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,0,325,21,397
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,203,332,271,415
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,79,358,170,415
156_jpg.rf.14e8ff59b9aa0d6e97ac57479a8501e4.jpg,416,416,Potholes,304,374,404,415
20_jpg.rf.17b52ae5e09c951ad6b51f45b2a3394d.jpg,416,416,Potholes,24,314,415,415
127_jpg.rf.15be8c91b2a123e7c6c2d2876435a77d.jpg,416,416,Potholes,252,50,279,95
127_jpg.rf.15be8c91b2a123e7c6c2d2876435a77d.jpg,416,416,Potholes,209,98,251,136
127_jpg.rf.15be8c91b2a123e7c6c2d2876435a77d.jpg,416,416,Potholes,245,144,287,199
127_jpg.rf.15be8c91b2a123e7c6c2d2876435a77d.jpg,416,416,Potholes,186,210,249,270
3_jpg.rf.192116686637a222bd8520f1ea40e6f1.jpg,416,416,Potholes,48,141,268,327
45_jpg.rf.171b63bd9d0bfa4bc5bd2300fefb3813.jpg,416,416,Potholes,103,155,214,200
45_jpg.rf.171b63bd9d0bfa4bc5bd2300fefb3813.jpg,416,416,Potholes,18,180,81,250
45_jpg.rf.171b63bd9d0bfa4bc5bd2300fefb3813.jpg,416,416,Potholes,121,253,237,319
45_jpg.rf.171b63bd9d0bfa4bc5bd2300fefb3813.jpg,416,416,Potholes,42,50,85,99
105_jpg.rf.154f68be3bb844bc1a2bf01fa3d9062f.jpg,416,416,Potholes,138,218,331,297
116_jpg.rf.1a88d27a03f5a1a595ec5f4722792be5.jpg,416,416,Potholes,213,294,302,375
89_jpg.rf.1a915d434b26143aa340743dace858c5.jpg,416,416,Potholes,104,155,321,245
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,63,63,81,75
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,156,73,174,81
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,126,84,154,97
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,177,100,188,105
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,13,89,49,115
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,54,108,70,119
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,124,126,145,148
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,27,152,59,166
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,206,170,252,188
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,281,200,329,229
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,160,195,237,235
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,71,259,109,289
50_jpg.rf.1866b5a43572a550c755c9af96e92ceb.jpg,416,416,Potholes,281,258,342,303
26_jpg.rf.1b1ea13c20099c39ba7b43860becf6a2.jpg,416,416,Potholes,109,231,219,276
26_jpg.rf.1b1ea13c20099c39ba7b43860becf6a2.jpg,416,416,Potholes,101,304,301,415
79_jpg.rf.15806fb92f8bd32d83d28b08e85c63d4.jpg,416,416,Potholes,97,90,140,179
79_jpg.rf.15806fb92f8bd32d83d28b08e85c63d4.jpg,416,416,Potholes,134,159,195,220
79_jpg.rf.15806fb92f8bd32d83d28b08e85c63d4.jpg,416,416,Potholes,29,190,121,232
79_jpg.rf.15806fb92f8bd32d83d28b08e85c63d4.jpg,416,416,Potholes,92,234,174,275
79_jpg.rf.15806fb92f8bd32d83d28b08e85c63d4.jpg,416,416,Potholes,238,333,415,415
98_jpg.rf.19c65a84aae6f37312b6fc0865b15c84.jpg,416,416,Potholes,126,100,293,285
98_jpg.rf.2092e4b626ca133d7c0ac740839a7b97.jpg,416,416,Potholes,112,69,263,312
85_jpg.rf.181e328fe68616696855015321e95d75.jpg,416,416,Potholes,176,120,246,164
1_jpg.rf.1b8e8feff46603874d30c16a7e32ade8.jpg,416,416,Potholes,144,60,328,202
9_jpg.rf.1cdd482f516179b2edc506ccb15e512f.jpg,416,416,Potholes,343,248,416,296
9_jpg.rf.1cdd482f516179b2edc506ccb15e512f.jpg,416,416,Potholes,223,315,339,387
9_jpg.rf.1cdd482f516179b2edc506ccb15e512f.jpg,416,416,Potholes,122,375,238,415

87_jpg.rf.18a6bd6e285251c06369d68156aae1c9.jpg,416,416,Potholes,96,189,238,327
209_jpg.rf.199b5871c304dacd4c854eac356cba09.jpg,416,416,Potholes,68,120,335,232
208_jpg.rf.1c132f6111771b25668cc8558f07607e.jpg,416,416,Potholes,190,249,253,287
208_jpg.rf.1c132f6111771b25668cc8558f07607e.jpg,416,416,Potholes,130,260,175,287
208_jpg.rf.1c132f6111771b25668cc8558f07607e.jpg,416,416,Potholes,163,272,242,313
208_jpg.rf.1c132f6111771b25668cc8558f07607e.jpg,416,416,Potholes,152,312,227,351
208_jpg.rf.1c132f6111771b25668cc8558f07607e.jpg,416,416,Potholes,90,368,309,416
203_jpg.rf.1ced0fe34b951d43c6220058d5f45138.jpg,416,416,Potholes,154,209,245,265
203_jpg.rf.1ced0fe34b951d43c6220058d5f45138.jpg,416,416,Potholes,53,281,364,413
6_jpg.rf.1b83caf5dfe1a48a35983a59b0705839.jpg,416,416,Potholes,254,91,405,197
89_jpg.rf.2045bde51bf4c7bf3bdad963d62bcb56.jpg,416,416,Potholes,75,138,310,236
227_jpg.rf.21100a10033efb4bb822704045104766.jpg,416,416,Potholes,0,239,331,379
30_jpg.rf.209a170f13bdeac4d624999041792db8.jpg,416,416,Potholes,195,156,405,279
